,author,title,name,location,ecosystem,date,state,attribute,value
2804,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pedrina,spain,pond,,,tn,1900.0
2805,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,sotillo,spain,pond,,,tn,500.0
2806,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,aguas cernidas,spain,pond,,,tn,800.0
2807,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,lacillo,spain,pond,,,tn,800.0
2808,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,los peces,spain,pond,,,tn,1200.0
2809,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,lacillo,spain,pond,,,tp,23.0
2810,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,aguas cernidas,spain,pond,,,tp,48.0
2811,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,la yega,spain,pond,,,tp,20.0
2812,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,los peces,spain,pond,,,tp,24.0
2813,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado i,spain,pond,,,tp,39.0
2814,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,camposagrado ii,spain,pond,,,tp,25.0
2815,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,castromil,spain,pond,,,tp,101.0
2816,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya grande,spain,pond,,,tp,32.0
2817,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,roya pequena,spain,pond,,,tp,57.0
2818,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el cuadro,spain,pond,,,tp,9.0
2819,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,mancas,spain,pond,,,tp,13.0
2820,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,el payon,spain,pond,,,tp,56.0
2821,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,clara pequena,spain,pond,,,tp,25.0
2822,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,pedrina,spain,pond,,,tp,20.0
2823,martinez-sanz; carlos; cenzano; cynthia s. s.; fernandez-alaez; margarita; garcia-criado; francisco,relative contribution of small mountain ponds to regional richness of littoral macroinvertebrates and the implications for conservation,sotillo,spain,pond,,,tp,23.0
2824,gao; yan; zhang; zhenhua; liu; xinhong; yi; neng; zhang; li; song; wei; wang; yan; mazumder; asit; yan; shaohua,seasonal and diurnal dynamics of physicochemical parameters and gas production in vertical water column of a eutrophic pond,,nanjing china,pond,,,chla,390.0
2825,gao; yan; zhang; zhenhua; liu; xinhong; yi; neng; zhang; li; song; wei; wang; yan; mazumder; asit; yan; shaohua,seasonal and diurnal dynamics of physicochemical parameters and gas production in vertical water column of a eutrophic pond,,nanjing china,pond,,,max_depth,3.5
2826,gao; yan; zhang; zhenhua; liu; xinhong; yi; neng; zhang; li; song; wei; wang; yan; mazumder; asit; yan; shaohua,seasonal and diurnal dynamics of physicochemical parameters and gas production in vertical water column of a eutrophic pond,,nanjing china,pond,,,ph,7.53
2827,gao; yan; zhang; zhenhua; liu; xinhong; yi; neng; zhang; li; song; wei; wang; yan; mazumder; asit; yan; shaohua,seasonal and diurnal dynamics of physicochemical parameters and gas production in vertical water column of a eutrophic pond,,nanjing china,pond,,,surface_area,5400.0
2828,steiner; cf; roy; ah,seasonal succession in fishless ponds: effects of enrichment and invertebrate predators on zooplankton community structure,p14,w. k. kellogg biological station; hickory corners; michigan; usa,pond,,,max_depth,1.6
2829,steiner; cf; roy; ah,seasonal succession in fishless ponds: effects of enrichment and invertebrate predators on zooplankton community structure,p14,w. k. kellogg biological station; hickory corners; michigan; usa,pond,,,surface_area,700.0
2830,steiner; cf; roy; ah,seasonal succession in fishless ponds: effects of enrichment and invertebrate predators on zooplankton community structure,p14,w. k. kellogg biological station; hickory corners; michigan; usa,pond,,,tp,15.3
2831,spackova,seasonal succession of epipelic algae: a case study on a mesotrophic pond in a temperate climate,bezednk pond,,pond,,,max_depth,2.0
2832,spackova,seasonal succession of epipelic algae: a case study on a mesotrophic pond in a temperate climate,bezednk pond,,pond,,,surface_area,15811.0
2833,spackova,seasonal succession of epipelic algae: a case study on a mesotrophic pond in a temperate climate,bezednk pond,,pond,,,vegetation_cover,100.0
2834,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,cu,pennsylvania,residential pond,,,surface_area,3400.0
2835,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,sc,pennsylvania,farm pond,,,surface_area,5300.0
2836,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,od,pennsylvania,farm pond,,,surface_area,2100.0
2837,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,mo,pennsylvania,farm pond,,,surface_area,2400.0
2838,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,mc,pennsylvania,farm pond,,,surface_area,5300.0
2839,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,ly,pennsylvania,farm pond,,,surface_area,1800.0
2840,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,ka,pennsylvania,residential pond,,,surface_area,500.0
2841,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,he,pennsylvania,farm pond,,,surface_area,2600.0
2842,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,ga,pennsylvania,farm pond,,,surface_area,5000.0
2843,brainard; a. s.; fairchild; g. w.,sediment characteristics and accumulation rates in constructed ponds,ef,pennsylvania,residential pond,,,surface_area,3900.0
2844,diego gilbert; juan; guerrero; francisco; de vicente; inmaculada,sediment desiccation as a driver of phosphate availability in the water column of mediterranean wetlands,hituelo,alto guadalquivir region; southeast iberian peninsula,wetland/lake,,,chla,7.76
