author,year,title,journal,citation,author_term,location,pondname,humanbuilt_manipulated,ponduse,landuse,managed,surfacewaterconnectivity,hydroperiod,min_depth_m,max_depth_m,mean_depth_m,min_surfacearea_m2,max_surfacearea_m2,mean_surfacearea_m2,fishpresence,macrophytespresence,macrophytes_percentcover,ph,turbidity_secchi_m,tss_mgpl,doc_mgpl,chla_ugpl,tp_ugpl,tn_ugpl,cond_uspcm
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,4,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.423,NA,NA,14,NA,y,75.3,7.56,NA,NA,NA,NA,NA,NA,258
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,5,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.151,NA,NA,16,NA,y,55.5,7.97,NA,NA,NA,NA,NA,NA,271
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,6,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.308,NA,NA,73,NA,y,79.8,7,NA,NA,NA,NA,NA,NA,158
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,7,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.154,NA,NA,39,NA,y,4.5,8.34,NA,NA,NA,NA,NA,NA,178
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,8,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.383,NA,NA,6,NA,y,26.5,7.98,NA,NA,NA,NA,NA,NA,243
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,9,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.355,NA,NA,10,NA,y,45.8,8.01,NA,NA,NA,NA,NA,NA,204
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,10,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.301,NA,NA,8,NA,y,97,6.84,NA,NA,NA,NA,NA,NA,148
shieh & chi,2010,factors influencing macroinvertebrate assemblages in artificial subtropical ponds of taiwan,hydrobiologia,Shieh Sen-her; Chi Yao-sheng. 2010. Factors influencing macroinvertebrate assemblages in artificial subtropical ponds of Taiwan. Hydrobiologia; 649(1): 317-330.,pond,west central tailand,11,y,NA,multiple,NA,adjacent,perennial,NA,NA,0.195,NA,NA,40,NA,y,41.3,7.66,NA,NA,NA,NA,NA,NA,233
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,okolicné,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,16714,NA,y,NA,8.71,NA,NA,NA,NA,NA,NA,152
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,žakovce2,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,70331,NA,y,NA,4.84,NA,NA,NA,NA,NA,NA,945
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,žakovce2,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,193820,NA,y,NA,7.76,NA,NA,NA,NA,NA,NA,567
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,beliansky rybník,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,60,NA,y,NA,6.92,NA,NA,NA,NA,NA,NA,231
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,liptovský hrádok,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,3599,NA,y,NA,8.7,NA,NA,NA,NA,NA,NA,226
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,mlynceky2,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,20209,NA,y,NA,8.27,NA,NA,NA,NA,NA,NA,118
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,mlynceky1,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,21318,NA,y,NA,7.79,NA,NA,NA,NA,NA,NA,119
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,lubica,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,1221,NA,y,NA,8.3,NA,NA,NA,NA,NA,NA,211
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,vlková,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,377,NA,y,NA,7.18,NA,NA,NA,NA,NA,NA,840
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,batizovce1,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,717,NA,y,NA,8.73,NA,NA,NA,NA,NA,NA,160
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,batizovce2,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,32548,NA,y,NA,8.25,NA,NA,NA,NA,NA,NA,284
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,stredný mlyn,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,21799,NA,y,NA,7.5,NA,NA,NA,NA,NA,NA,101
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,podbanské,y,multiple,industrial,y,adjacent,NA,NA,NA,NA,NA,NA,524,NA,y,NA,7.6,NA,NA,NA,NA,NA,NA,79
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,zverovka,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,2315,NA,y,NA,6.5,NA,NA,NA,NA,NA,NA,21
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,cierne pleso,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,85,NA,y,NA,5.83,NA,NA,NA,NA,NA,NA,19
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,nižné rakytovské pleso,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,821,NA,y,NA,5.2,NA,NA,NA,NA,NA,NA,20
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,vyšné rakytovské pleso,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,1876,NA,y,NA,5.6,NA,NA,NA,NA,NA,NA,8
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,nové štrbské pleso,y,multiple,other,y,adjacent,NA,NA,NA,NA,NA,NA,18635,NA,y,NA,6.82,NA,NA,NA,NA,NA,NA,45
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,jozef szentiványi pond,y,multiple,other,y,adjacent,NA,NA,NA,NA,NA,NA,781,NA,y,NA,7.6,NA,NA,NA,NA,NA,NA,26
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,štrbské pleso,n,natural,other,y,adjacent,NA,NA,NA,NA,NA,NA,189959,NA,y,NA,7.55,NA,NA,NA,NA,NA,NA,27
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,smrekovické pliesko,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,542,NA,y,NA,5.4,NA,NA,NA,NA,NA,NA,15
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,jamské pleso,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,5790,NA,y,NA,5.9,NA,NA,NA,NA,NA,NA,14
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,biele pleso,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,8186,NA,y,NA,7,NA,NA,NA,NA,NA,NA,31
kochjarova,2017,vegetation-environmental variable relationships in ponds of various origins along an altitudinal gradient,polish journal of environmental studies,Kochjarova J; Novikmec M; Otahelova H; et al. 2017. Vegetation-Environmental Variable Relationships in Ponds of Various Origins along an Altitudinal Gradient. Polish Journal of Environmental Studies; 26(4): 1575-1583.,pond,tarta mountains; western carpathians,stredné rohácske pleso,n,natural,other,n,adjacent,NA,NA,NA,NA,NA,NA,1931,NA,y,NA,6.5,NA,NA,NA,NA,NA,NA,18
strickman; r. j.; mitchell; c. p. j.,2017,methylmercury production and accumulation in urban stormwater ponds and habitat wetlands,environmental pollution,Strickman R.J.; Mitchell C.P.J. 2017. Methylmercury production and accumulation in urban stormwater ponds and habitat wetlands. Environmental Pollution; 221: 326–334.,wetland,toronto; on; canada,wetland habitat-1,y,natural,multiple,y,seasonal,perennial,NA,NA,0.385,NA,NA,NA,NA,y,NA,7.97,NA,NA,NA,NA,NA,NA,1.01
strickman; r. j.; mitchell; c. p. j.,2017,methylmercury production and accumulation in urban stormwater ponds and habitat wetlands,environmental pollution,Strickman R.J.; Mitchell C.P.J. 2017. Methylmercury production and accumulation in urban stormwater ponds and habitat wetlands. Environmental Pollution; 221: 326–334.,wetland,toronto; on; canada,wetland habitat-2,y,natural,multiple,y,seasonal,perennial,NA,NA,0.062,NA,NA,NA,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA
strickman; r. j.; mitchell; c. p. j.,2017,methylmercury production and accumulation in urban stormwater ponds and habitat wetlands,environmental pollution,Strickman R.J.; Mitchell C.P.J. 2017. Methylmercury production and accumulation in urban stormwater ponds and habitat wetlands. Environmental Pollution; 221: 326–334.,wetland,toronto; on; canada,wetland habitat-3,y,natural,multiple,y,seasonal,perennial,NA,NA,0.243,NA,NA,NA,NA,y,NA,7.91,NA,NA,NA,NA,NA,NA,0.67
strickman; r. j.; mitchell; c. p. j.,2017,methylmercury production and accumulation in urban stormwater ponds and habitat wetlands,environmental pollution,Strickman R.J.; Mitchell C.P.J. 2017. Methylmercury production and accumulation in urban stormwater ponds and habitat wetlands. Environmental Pollution; 221: 326–334.,wetland,toronto; on; canada,wetland habitat-4,y,natural,multiple,y,seasonal,perennial,NA,NA,0.433,NA,NA,NA,NA,y,NA,8.06,NA,NA,NA,NA,NA,NA,0.42
